timestamp,task,track,subtrack,encoder_type,audio_feature,video_feature,seed,best_epoch,checkpoint_path,predictions_path,metric_split,selection_metric,selection_score,Macro-F1,ACC,Kappa,CCC,RMSE,MAE,R2
2026-04-29-16.25.22,binary,Track2,G+P,bilstm_mean,mfcc,densenet,3407,6,checkpoints/Track2/G-P/binary/track2_log1p_binary/best_model_2026-04-29-16.25.22.pth,,val,f1,0.550000,0.550000,0.555556,0.100000,-0.018837,0.569115,0.490670,
