epoch,train_loss,val_loss,val_ccc,val_rmse,val_mae,val_f1,val_acc,val_kappa,val_cls_loss,val_reg_loss
1,1.648244,1.479004,-0.002493,0.898003,0.761555,0.4,0.666667,0.0,0.672594,0.80641
2,1.457612,1.598334,-0.000571,0.949025,0.782534,0.4,0.666667,0.0,0.697687,0.900648
